#,id,bureau_score,score_band,report_status,total_accounts,active_accounts,overdue_accounts,dpd_max,credit_utilization_pct,emi_to_income_ratio,tradelines,enquiries,mock_raw_report,created_at,loan_application_id,user_id
4069,4069,714,medium,mocked,9,5,0,0,16.61,0.07,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 13190.9}]","{""bureau_score"": 714, ""report_number"": ""51b4b620-d009-4021-9a23-ff188cd6dc7a"", ""assessment_date"": ""2025-04-13""}",2025-05-11 10:05:03.261804,4069,7903
4070,4070,431,low,mocked,9,2,0,0,79.68,0.03,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 14799.1}]","{""bureau_score"": 431, ""report_number"": ""fe9df3ac-1d3f-40ac-b733-055a234c075a"", ""assessment_date"": ""2025-03-24""}",2025-05-11 10:05:03.308043,4070,8943
4071,4071,824,high,mocked,3,2,2,30,15.41,0.09,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 38616.5}]","{""bureau_score"": 824, ""report_number"": ""53889508-908c-4e5e-983c-f11bb1cadef7"", ""assessment_date"": ""2025-05-05""}",2025-05-11 10:05:03.334149,4071,2328
4072,4072,435,low,mocked,14,1,0,0,80.73,0.42,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 78717.2}]","{""bureau_score"": 435, ""report_number"": ""86d7e7b4-7bbe-46bb-bc96-a3d82d409971"", ""assessment_date"": ""2025-04-02""}",2025-05-11 10:05:03.353697,4072,703
4073,4073,767,high,mocked,5,2,1,30,93.32,0.16,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 64607.6}]","{""bureau_score"": 767, ""report_number"": ""a1f8d4c9-9201-472c-ae94-6eeb250a52e9"", ""assessment_date"": ""2025-01-31""}",2025-05-11 10:05:03.385776,4073,6132
4074,4074,718,medium,mocked,14,4,0,0,94.33,0.1,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 41758.7}]","{""bureau_score"": 718, ""report_number"": ""f80fbc03-702b-4f04-a006-67860a54fdb0"", ""assessment_date"": ""2025-02-12""}",2025-05-11 10:05:03.414381,4074,1032
4075,4075,462,low,mocked,11,3,0,0,19,0.27,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 96848.1}]","{""bureau_score"": 462, ""report_number"": ""535902da-f708-41b8-b95f-b66d863876c7"", ""assessment_date"": ""2025-05-05""}",2025-05-11 10:05:03.437083,4075,6572
4076,4076,762,high,mocked,7,1,0,0,67.62,1.03,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 33393.8}]","{""bureau_score"": 762, ""report_number"": ""8bd58d67-c620-4d00-81cb-cbda014d896b"", ""assessment_date"": ""2025-03-31""}",2025-05-11 10:05:03.456526,4076,5356
4077,4077,450,low,mocked,14,5,0,0,33.55,0.24,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 35299.8}]","{""bureau_score"": 450, ""report_number"": ""ff6e255b-afa5-4a2b-970f-1d18664be97b"", ""assessment_date"": ""2025-01-08""}",2025-05-11 10:05:03.488197,4077,3631
4078,4078,732,medium,mocked,4,1,0,0,30.25,0.44,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 92522.1}]","{""bureau_score"": 732, ""report_number"": ""ae5955a2-11be-416d-b44f-81dfdac7eaf7"", ""assessment_date"": ""2025-02-06""}",2025-05-11 10:05:03.518793,4078,4486
4079,4079,300,low,mocked,11,6,3,30,98.01,0.15,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 24931.5}]","{""bureau_score"": 300, ""report_number"": ""dba1e4ae-598c-45c4-a7d0-ede6e1e2b00b"", ""assessment_date"": ""2025-04-12""}",2025-05-11 10:05:03.538492,4079,418
4080,4080,709,medium,mocked,11,7,0,0,61.22,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 99837.9}]","{""bureau_score"": 709, ""report_number"": ""51e82bae-ea38-4442-862f-7c6c2381d17c"", ""assessment_date"": ""2025-04-28""}",2025-05-11 10:05:03.557803,4080,4653
4081,4081,435,low,mocked,15,3,0,0,7.41,0.07,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 36598.7}]","{""bureau_score"": 435, ""report_number"": ""a73411ad-3602-4e30-b31c-d09ab2ed2ddc"", ""assessment_date"": ""2025-01-08""}",2025-05-11 10:05:03.588453,4081,8593
4082,4082,455,low,mocked,3,3,0,0,4.86,0.33,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 54205.6}]","{""bureau_score"": 455, ""report_number"": ""c3f4eaa1-070b-4085-865b-ec37c376714f"", ""assessment_date"": ""2025-04-16""}",2025-05-11 10:05:03.615585,4082,3591
4083,4083,714,medium,mocked,4,4,1,30,49.48,0.22,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 36427.6}]","{""bureau_score"": 714, ""report_number"": ""c951f1d2-9200-44b9-b9bc-9b1173f0f413"", ""assessment_date"": ""2025-03-18""}",2025-05-11 10:05:03.635348,4083,8615
4084,4084,788,high,mocked,1,1,1,30,62.91,0.15,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 84842.1}]","{""bureau_score"": 788, ""report_number"": ""cc4f0743-020d-44e2-bbb2-d9e1364cadfa"", ""assessment_date"": ""2025-05-08""}",2025-05-11 10:05:03.654651,4084,9669
4085,4085,702,medium,mocked,3,1,0,0,25.17,0.02,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 9360.6}]","{""bureau_score"": 702, ""report_number"": ""dea271b4-99bd-4f2d-96aa-67ddf5f0e701"", ""assessment_date"": ""2025-04-16""}",2025-05-11 10:05:03.687919,4085,2525
4086,4086,555,low,mocked,4,2,0,0,12.37,0.34,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 67943.5}]","{""bureau_score"": 555, ""report_number"": ""736f8ab3-57d5-408a-a484-f28592ccc54d"", ""assessment_date"": ""2025-02-27""}",2025-05-11 10:05:03.717118,4086,7619
4087,4087,837,high,mocked,5,4,3,30,8.94,0.39,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 56694.0}]","{""bureau_score"": 837, ""report_number"": ""38428d0d-7e04-4b2e-9eb8-b7492bbc1b6d"", ""assessment_date"": ""2025-03-16""}",2025-05-11 10:05:03.739126,4087,3842
4088,4088,705,medium,mocked,8,2,0,0,84.71,0.02,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 6836.1}]","{""bureau_score"": 705, ""report_number"": ""7b7989fc-6579-4818-984b-d0619bd72d66"", ""assessment_date"": ""2025-01-27""}",2025-05-11 10:05:03.765436,4088,5223
4089,4089,844,high,mocked,3,2,0,0,78.45,0.62,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 86603.2}]","{""bureau_score"": 844, ""report_number"": ""e57ebba6-161c-4bbc-92f5-0b000b22f41c"", ""assessment_date"": ""2025-01-25""}",2025-05-11 10:05:03.793937,4089,1007
4090,4090,540,low,mocked,5,2,1,30,55.61,0.08,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 30066.5}]","{""bureau_score"": 540, ""report_number"": ""6dd20d72-e7f2-43fd-b0c3-566611f2e1b2"", ""assessment_date"": ""2025-02-16""}",2025-05-11 10:05:03.816237,4090,1
4091,4091,527,low,mocked,7,1,0,0,12.06,0.8,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 69272.1}]","{""bureau_score"": 527, ""report_number"": ""601401ff-8989-47ee-9726-98c86ced068c"", ""assessment_date"": ""2025-01-28""}",2025-05-11 10:05:03.835476,4091,7842
4092,4092,797,high,mocked,8,7,3,30,54.33,0.04,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 8440.6}]","{""bureau_score"": 797, ""report_number"": ""009d6aaf-d9e6-4406-87e9-534e767dd560"", ""assessment_date"": ""2025-03-04""}",2025-05-11 10:05:03.861860,4092,2134
4093,4093,494,low,mocked,4,4,0,0,79.16,0.27,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 62619.2}]","{""bureau_score"": 494, ""report_number"": ""4557e4f8-508c-4925-97b2-eb9f15584b22"", ""assessment_date"": ""2025-04-16""}",2025-05-11 10:05:03.890379,4093,7126
4094,4094,598,low,mocked,1,1,0,0,81.69,0.55,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 34356.9}]","{""bureau_score"": 598, ""report_number"": ""05780275-e555-4f51-9097-489925378e3f"", ""assessment_date"": ""2025-04-30""}",2025-05-11 10:05:03.916075,4094,1648
4095,4095,594,low,mocked,13,6,0,0,24.09,0.38,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 47378.1}]","{""bureau_score"": 594, ""report_number"": ""cf57eb97-e47f-4a2e-8958-431f2dcd44ab"", ""assessment_date"": ""2025-04-27""}",2025-05-11 10:05:03.935279,4095,7933
4096,4096,623,low,mocked,11,6,0,0,29.86,0.75,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 85976.0}]","{""bureau_score"": 623, ""report_number"": ""a3838675-7dc6-4556-8377-ce5082a2095d"", ""assessment_date"": ""2025-02-18""}",2025-05-11 10:05:03.967917,4096,3805
4097,4097,360,low,mocked,2,2,0,0,10.93,0.08,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 54923.4}]","{""bureau_score"": 360, ""report_number"": ""629bf756-035d-4ce4-a767-fcd05045f5c4"", ""assessment_date"": ""2025-05-05""}",2025-05-11 10:05:03.998258,4097,3981
4098,4098,489,low,mocked,11,8,0,0,83.66,0.13,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 46430.2}]","{""bureau_score"": 489, ""report_number"": ""a69c7f54-deca-4407-aef1-3a8daceadfe8"", ""assessment_date"": ""2025-05-09""}",2025-05-11 10:05:04.017682,4098,2172
4099,4099,662,medium,mocked,10,6,2,60,48.26,0.04,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 28703.8}]","{""bureau_score"": 662, ""report_number"": ""c3cbcd12-875c-434d-a10e-fb139590b6b5"", ""assessment_date"": ""2025-04-21""}",2025-05-11 10:05:04.043310,4099,8361
4100,4100,793,high,mocked,11,4,0,60,33.55,0.53,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 66586.6}]","{""bureau_score"": 793, ""report_number"": ""ae33f8bd-fb0c-4a6d-8eb3-022cf26d5437"", ""assessment_date"": ""2025-01-04""}",2025-05-11 10:05:04.075825,4100,420
4101,4101,310,low,mocked,11,3,3,60,67.88,0.65,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 92946.6}]","{""bureau_score"": 310, ""report_number"": ""5aa3ad06-b859-424e-ad07-483c7eba3bb4"", ""assessment_date"": ""2025-01-04""}",2025-05-11 10:05:04.099522,4101,2010
4102,4102,383,low,mocked,13,6,0,0,37.72,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 16612.0}]","{""bureau_score"": 383, ""report_number"": ""65ee50ae-78d3-40da-af02-2378d17c38f5"", ""assessment_date"": ""2025-04-13""}",2025-05-11 10:05:04.118963,4102,1856
4103,4103,811,high,mocked,3,3,0,0,56.04,0.3,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 90131.8}]","{""bureau_score"": 811, ""report_number"": ""91b93e07-db52-407a-8cb4-038e158cf600"", ""assessment_date"": ""2025-04-03""}",2025-05-11 10:05:04.143456,4103,7667
4104,4104,547,low,mocked,2,2,0,0,3.58,0.37,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 86409.6}]","{""bureau_score"": 547, ""report_number"": ""41312202-cbf6-44d7-b8e0-e7b6fe32fd65"", ""assessment_date"": ""2025-04-14""}",2025-05-11 10:05:04.172349,4104,6310
4105,4105,319,low,mocked,2,2,0,0,65,3.26,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 92479.6}]","{""bureau_score"": 319, ""report_number"": ""525e3945-4999-4cfd-b341-6aa221f18e76"", ""assessment_date"": ""2025-02-11""}",2025-05-11 10:05:04.195453,4105,1203
4106,4106,488,low,mocked,1,1,0,0,31.83,0.83,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 95499.6}]","{""bureau_score"": 488, ""report_number"": ""8f3a4737-df6b-4b5c-bdf6-935a57277a81"", ""assessment_date"": ""2025-04-16""}",2025-05-11 10:05:04.215539,4106,6883
4107,4107,308,low,mocked,11,10,0,0,12.77,0.92,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 53866.0}]","{""bureau_score"": 308, ""report_number"": ""58a96e5f-64df-42c7-8c39-7552f438c3ad"", ""assessment_date"": ""2025-02-27""}",2025-05-11 10:05:04.246366,4107,1135
4108,4108,646,low,mocked,1,1,0,0,45.91,0.08,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 50907.0}]","{""bureau_score"": 646, ""report_number"": ""b3848d7f-d958-4a5c-9a2f-4a0d716c1251"", ""assessment_date"": ""2025-04-22""}",2025-05-11 10:05:04.290532,4108,6306
4109,4109,671,medium,mocked,15,3,0,0,9.16,0.42,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 50262.8}]","{""bureau_score"": 671, ""report_number"": ""1ac5ed14-b093-4dee-878f-3567fe75eb65"", ""assessment_date"": ""2025-03-28""}",2025-05-11 10:05:04.311141,4109,5457
4110,4110,326,low,mocked,9,7,1,30,61.21,0.41,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 93735.1}]","{""bureau_score"": 326, ""report_number"": ""1a48cea5-b3ad-47b5-a232-751d96961c4c"", ""assessment_date"": ""2025-01-24""}",2025-05-11 10:05:04.341344,4110,5580
4111,4111,427,low,mocked,6,1,0,0,31.24,0.12,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 65518.4}]","{""bureau_score"": 427, ""report_number"": ""0e417fc6-5558-4830-b212-6d4e307d0d6d"", ""assessment_date"": ""2025-02-12""}",2025-05-11 10:05:04.370359,4111,4943
4112,4112,790,high,mocked,9,8,0,0,3.61,0.15,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 14462.7}]","{""bureau_score"": 790, ""report_number"": ""c9c48232-5426-4874-9b52-b9ba4fe537a9"", ""assessment_date"": ""2025-03-22""}",2025-05-11 10:05:04.390211,4112,1722
4113,4113,321,low,mocked,6,3,3,30,57.44,0.26,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 62612.3}]","{""bureau_score"": 321, ""report_number"": ""ad2f6f96-39d9-4731-9a4a-ff5dcba9b300"", ""assessment_date"": ""2025-04-02""}",2025-05-11 10:05:04.413468,4113,6612
4114,4114,684,medium,mocked,6,4,0,0,74.91,1.26,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 86577.7}]","{""bureau_score"": 684, ""report_number"": ""b40d4d11-46fb-4243-ae72-6f6a06eb0e58"", ""assessment_date"": ""2025-01-04""}",2025-05-11 10:05:04.442691,4114,6246
4115,4115,741,medium,mocked,2,2,0,0,65.49,0.17,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 39428.3}]","{""bureau_score"": 741, ""report_number"": ""382f4c56-faea-4a15-a5ba-62e92b82ffda"", ""assessment_date"": ""2025-04-29""}",2025-05-11 10:05:04.467256,4115,6797
4116,4116,585,low,mocked,15,6,0,0,52.91,0.21,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 90316.1}]","{""bureau_score"": 585, ""report_number"": ""3e3b7c15-1dd2-400f-b6d3-960e85a7b5b4"", ""assessment_date"": ""2025-03-28""}",2025-05-11 10:05:04.486749,4116,6162
4117,4117,727,medium,mocked,12,1,0,0,73.25,0.05,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 7003.8}]","{""bureau_score"": 727, ""report_number"": ""cf6e7fec-a29a-48c9-8864-b83687173805"", ""assessment_date"": ""2025-02-28""}",2025-05-11 10:05:04.515985,4117,3499
4118,4118,557,low,mocked,13,2,2,30,92.07,0.13,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 38162.5}]","{""bureau_score"": 557, ""report_number"": ""2fa5ff05-fc7e-4b10-a220-df3f7ce8ff56"", ""assessment_date"": ""2025-01-24""}",2025-05-11 10:05:04.544639,4118,8640
4119,4119,546,low,mocked,14,6,0,0,92.03,0.3,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 39066.8}]","{""bureau_score"": 546, ""report_number"": ""b94aa7cf-e026-4532-9167-fc01112420cf"", ""assessment_date"": ""2025-01-06""}",2025-05-11 10:05:04.569202,4119,8781
4120,4120,607,low,mocked,8,5,0,0,64.82,0.39,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 49177.7}]","{""bureau_score"": 607, ""report_number"": ""52081022-bead-4f06-92e6-10cac6b35594"", ""assessment_date"": ""2025-01-30""}",2025-05-11 10:05:04.588438,4120,5701
4121,4121,698,medium,mocked,1,1,1,30,92.49,0.9,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 88785.1}]","{""bureau_score"": 698, ""report_number"": ""ed87d786-b24e-4a68-85fa-ff4c63fc486e"", ""assessment_date"": ""2025-01-21""}",2025-05-11 10:05:04.622692,4121,5244
4122,4122,312,low,mocked,7,7,3,30,66.08,0.21,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 58798.4}]","{""bureau_score"": 312, ""report_number"": ""636f8095-e6bb-4ad3-8166-1b737249c42d"", ""assessment_date"": ""2025-04-29""}",2025-05-11 10:05:04.652993,4122,8860
4123,4123,387,low,mocked,8,2,0,0,34.54,0.11,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 60931.6}]","{""bureau_score"": 387, ""report_number"": ""67ad2c6c-4bfd-4132-9c00-276f9e52ce57"", ""assessment_date"": ""2025-01-22""}",2025-05-11 10:05:04.672272,4123,4230
4124,4124,561,low,mocked,12,5,0,0,72.05,4.4,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 97628.9}]","{""bureau_score"": 561, ""report_number"": ""b8b07f65-b06f-49f9-9222-b3e1674b2435"", ""assessment_date"": ""2025-01-11""}",2025-05-11 10:05:04.693652,4124,5335
4125,4125,422,low,mocked,1,1,0,0,21.52,0.04,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 11764.5}]","{""bureau_score"": 422, ""report_number"": ""76421fd9-f0ff-4c67-99c0-494122e6c2bf"", ""assessment_date"": ""2025-02-08""}",2025-05-11 10:05:04.723430,4125,7976
4126,4126,413,low,mocked,15,2,0,0,74.12,0.08,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 26805.7}]","{""bureau_score"": 413, ""report_number"": ""f794ce57-6e2e-4ea5-9d8c-655b9737b268"", ""assessment_date"": ""2025-04-06""}",2025-05-11 10:05:04.748445,4126,2630
4127,4127,833,high,mocked,12,2,0,0,1.79,0.24,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 76934.1}]","{""bureau_score"": 833, ""report_number"": ""c21d1fdd-3f95-404b-a956-288b375f44bb"", ""assessment_date"": ""2025-04-25""}",2025-05-11 10:05:04.767840,4127,9966
